"Enrichment","Region","Position","FileName"
-2.43582002820229,"CAU",65,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_32.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.69633778505837,"CAU",66,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_3.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.48671215546357,"CAU",67,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_3.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-0.0691758784516411,"CAU",68,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_4.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-0.0367541027373744,"CAU",69,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_4.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.12878620351481,"CAU",70,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_5.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-2.05591691345297,"CAU",71,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_6.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.56095569737882,"CAU",72,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_6.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-1.66418556873585,"CAU",73,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_7.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.98502912036806,"CAU",74,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_7.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.10510967499554,"CAU",75,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_8.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-0.655817781316408,"CAU",76,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_8.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.90885350901139,"CAU",77,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_CAU_Mixed_Adult_9.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.09663183817295,"DSPFC",78,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN+_19y_351.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-5.73899805133949,"DSPFC",79,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN-_19y_351.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.90315081209496,"DSPFC",80,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN+_20y_437.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-3.24691394294995,"DSPFC",81,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN-_20y_437.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-0.476925618491841,"DSPFC",82,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN+_22y_372.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-2.91571026411113,"DSPFC",83,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN-_22y_372.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-4.40107600462726,"DSPFC",84,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN+_22y_446.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.24850260876096,"DSPFC",85,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN-_22y_446.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.49172821937884,"DSPFC",86,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN+_28y_440.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-2.22507637258278,"DSPFC",87,"/data/rusers/sheddn/LDR/Fullard_Roussos_29945882/29945882_DSPFC_NeuN-_28y_440.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.331007474142521,"FPPFC",88,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN+_Adult_S1.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-4.4400441539002,"FPPFC",89,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN-_Adult_S1.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
5.52067272063935,"FPPFC",90,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN+_Adult_S2.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-2.32040778566573,"FPPFC",91,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN-_Adult_S2.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-1.43822688957556,"FPPFC",92,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN+_Adult_S3.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-1.88723851763125,"FPPFC",93,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN-_Adult_S3.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-0.0900757833873671,"FPPFC",94,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN+_Adult_S4.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
2.01259251294714,"FPPFC",95,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN-_Adult_S4.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
1.65314564758119,"FPPFC",96,"/data/rusers/sheddn/LDR/Fullard_Roussos_28335009/28335009_FPPFC_NeuN+_Adult_S5.r0.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
